17,Halorubrum_Sp_AJ67.gene.001310,Halorubrum_Sp_AJ67.gene.001310,-,scaffold00001:241110-241668,ctrl,uv,NOTEST,0,"1771,7",inf,0,1,1,no,,hypothetical protein,hypothetical protein,
20,Halorubrum_Sp_AJ67.gene.001409,Halorubrum_Sp_AJ67.gene.001409,-,scaffold00001:308320-309030,ctrl,uv,OK,0,"6034,57",inf,-nan,"0,12655","0,287901",no,,hypothetical protein,hypothetical protein,
21,Halorubrum_Sp_AJ67.gene.001416,Halorubrum_Sp_AJ67.gene.001416,-,scaffold00001:311539-312778,ctrl,uv,NOTEST,0,"1183,03",inf,0,1,1,no,C457_17868,putative signal peptide protein,putative signal peptide protein,[S] COG1520 FOG: WD40-like repeat
23,Halorubrum_Sp_AJ67.gene.001445,Halorubrum_Sp_AJ67.gene.001445,-,scaffold00001:337611-340017,ctrl,uv,NOTEST,0,"259,28",inf,0,1,1,no,C478_17356,uncharacterized protein domain protein,uncharacterized protein domain protein,[S] COG4983 Uncharacterized conserved protein
25,Halorubrum_Sp_AJ67.gene.001450,Halorubrum_Sp_AJ67.gene.001450,-,scaffold00001:346801-352738,ctrl,uv,NOTEST,0,"328,656",inf,0,1,1,no,C455_00037,hypothetical protein,hypothetical protein,
26,Halorubrum_Sp_AJ67.gene.001451,Halorubrum_Sp_AJ67.gene.001451,-,scaffold00001:352838-355697,ctrl,uv,NOTEST,0,"231,014",inf,0,1,1,no,C455_00032,uncharacterized protein,uncharacterized protein,[U] COG3451 Type IV secretory pathway%2C VirB4 components
30,Halorubrum_Sp_AJ67.gene.001468,Halorubrum_Sp_AJ67.gene.001468,-,scaffold00001:371696-372449,ctrl,uv,NOTEST,0,"1284,98",inf,0,1,1,no,,putative membrane protein,putative membrane protein,
32,Halorubrum_Sp_AJ67.gene.001474,Halorubrum_Sp_AJ67.gene.001474,-,scaffold00001:380075-381187,ctrl,uv,NOTEST,0,"993,608",inf,0,1,1,no,BGP_2941,concanavalin A-like lectin/glucanases family protein,concanavalin A-like lectin/glucanases family protein,
33,Halorubrum_Sp_AJ67.gene.001483,Halorubrum_Sp_AJ67.gene.001483,-,scaffold00001:386108-389059,ctrl,uv,NOTEST,0,"286,937",inf,0,1,1,no,C451_19593,hypothetical protein,hypothetical protein,
35,Halorubrum_Sp_AJ67.gene.001514,Halorubrum_Sp_AJ67.gene.001514,-,scaffold00001:414284-415586,ctrl,uv,NOTEST,0,"1340,32",inf,0,1,1,no,C472_15554,uncharacterized protein,uncharacterized protein,
36,Halorubrum_Sp_AJ67.gene.0016,Halorubrum_Sp_AJ67.gene.0016,-,scaffold00001:5044-5872,ctrl,uv,NOTEST,0,"1052,15",inf,0,1,1,no,C463_11501,ISH9-type transposase,ISH9-type transposase,[L] COG3039 Transposase and inactivated derivatives%2C IS5 family
37,Halorubrum_Sp_AJ67.gene.00178,Halorubrum_Sp_AJ67.gene.00178,-,scaffold00001:58927-61409,ctrl,uv,NOTEST,0,"1368,49",inf,0,1,1,no,znuC3,ABC-type transport system ATP-binding protein (putative substrate zinc),ABC-type transport system ATP-binding protein (putative substrate zinc),[P] COG1121 ABC-type Mn/Zn transport systems%2C ATPase component
38,Halorubrum_Sp_AJ67.gene.00187,Halorubrum_Sp_AJ67.gene.00187,-,scaffold00001:67468-68626,ctrl,uv,NOTEST,0,"828,464",inf,0,1,1,no,C472_15082,thioredoxin reductase-like protein,thioredoxin reductase-like protein,[O] COG0492 Thioredoxin reductase
39,Halorubrum_Sp_AJ67.gene.0021,Halorubrum_Sp_AJ67.gene.0021,-,scaffold00002:27-864,ctrl,uv,NOTEST,0,"1168,94",inf,0,1,1,no,C467_00507,4-alpha-glucanotransferase domain protein,4-alpha-glucanotransferase domain protein,[G] COG1640 4-alpha-glucanotransferase
40,Halorubrum_Sp_AJ67.gene.002101,Halorubrum_Sp_AJ67.gene.002101,-,scaffold00002:115820-116909,ctrl,uv,NOTEST,0,"702,209",inf,0,1,1,no,C464_00229,spermidine/putrescine ABC transporter substrate-binding protein,spermidine/putrescine ABC transporter substrate-binding protein,[E] COG0687 Spermidine/putrescine-binding periplasmic protein
42,Halorubrum_Sp_AJ67.gene.002168,Halorubrum_Sp_AJ67.gene.002168,-,scaffold00002:213477-216333,ctrl,uv,NOTEST,0,"557,086",inf,0,1,1,no,C467_06307,HTR-like protein,HTR-like protein,
43,Halorubrum_Sp_AJ67.gene.002209,Halorubrum_Sp_AJ67.gene.002209,-,scaffold00002:272392-273025,ctrl,uv,NOTEST,0,"1694,28",inf,0,1,1,no,C467_12437,amidohydrolase domain protein,amidohydrolase domain protein,[R] COG1574 Predicted metal-dependent hydrolase with the TIM-barrel fold
44,Halorubrum_Sp_AJ67.gene.002211,Halorubrum_Sp_AJ67.gene.002211,-,scaffold00002:273488-274043,ctrl,uv,NOTEST,0,"1940,15",inf,0,1,1,no,,hypothetical protein,hypothetical protein,
45,Halorubrum_Sp_AJ67.gene.002225,Halorubrum_Sp_AJ67.gene.002225,-,scaffold00002:281925-283281,ctrl,uv,NOTEST,0,"601,463",inf,0,1,1,no,C454_01300,branched-chain amino acid ABC transporter substrate-binding protein,branched-chain amino acid ABC transporter substrate-binding protein,[E] COG0683 ABC-type branched-chain amino acid transport systems%2C periplasmic component
47,Halorubrum_Sp_AJ67.gene.002236,Halorubrum_Sp_AJ67.gene.002236,-,scaffold00002:289376-291086,ctrl,uv,NOTEST,0,"474,208",inf,0,1,1,no,C469_13285,kinetochore-Ndc80 subunit Spc25,kinetochore-Ndc80 subunit Spc25,
48,Halorubrum_Sp_AJ67.gene.002255,Halorubrum_Sp_AJ67.gene.002255,-,scaffold00002:310740-312764,ctrl,uv,NOTEST,0,"622,326",inf,0,1,1,no,C471_05271,aldehyde dehydrogenase,aldehyde dehydrogenase,[C] COG1012 NAD-dependent aldehyde dehydrogenases
49,Halorubrum_Sp_AJ67.gene.002257,Halorubrum_Sp_AJ67.gene.002257,-,scaffold00002:310740-312764,ctrl,uv,OK,0,"2546,87",inf,-nan,"0,1257","0,287901",no,HSB1_40970,uncharacterized protein,uncharacterized protein,[T] COG0589 Universal stress protein UspA and related nucleotide-binding proteins
50,Halorubrum_Sp_AJ67.gene.00230,Halorubrum_Sp_AJ67.gene.00230,-,scaffold00002:25549-27802,ctrl,uv,NOTEST,0,"359,579",inf,0,1,1,no,C472_00015,bifunctional malic enzyme oxidoreductase/phosphotransacetylase,bifunctional malic enzyme oxidoreductase/phosphotransacetylase,[C] COG0281 Malic enzyme
51,Halorubrum_Sp_AJ67.gene.002301,Halorubrum_Sp_AJ67.gene.002301,-,scaffold00002:366691-368047,ctrl,uv,NOTEST,0,"635,82",inf,0,1,1,no,C464_04206,"alpha-L-glutamate ligase, RimK family protein","alpha-L-glutamate ligase, RimK family protein",[HJ] COG0189 Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase)
52,Halorubrum_Sp_AJ67.gene.002305,Halorubrum_Sp_AJ67.gene.002305,-,scaffold00002:369691-371674,ctrl,uv,NOTEST,0,"416,697",inf,0,1,1,no,C467_08075,3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,[I] COG1250 3-hydroxyacyl-CoA dehydrogenase
53,Halorubrum_Sp_AJ67.gene.002318,Halorubrum_Sp_AJ67.gene.002318,-,scaffold00002:384282-385188,ctrl,uv,NOTEST,0,"1042,33",inf,0,1,1,no,C464_04261,"ABC-type glutamine/glutamate/polar amino acids transport system, substrate-binding protein","ABC-type glutamine/glutamate/polar amino acids transport system, substrate-binding protein",[ET] COG0834 ABC-type amino acid transport/signal transduction systems%2C periplasmic component/domain
54,Halorubrum_Sp_AJ67.gene.002323,Halorubrum_Sp_AJ67.gene.002323,-,scaffold00002:392004-393825,ctrl,uv,NOTEST,0,"1284,9",inf,0,1,1,no,C464_10748,putative dipeptides/oligopeptides ABC transporter periplasmic substrate-binding protein,putative dipeptides/oligopeptides ABC transporter periplasmic substrate-binding protein,[E] COG0747 ABC-type dipeptide transport system%2C periplasmic component
55,Halorubrum_Sp_AJ67.gene.002326,Halorubrum_Sp_AJ67.gene.002326,-,scaffold00002:397452-399623,ctrl,uv,NOTEST,0,"1286,36",inf,0,1,1,no,C464_10738,oligopeptide/dipeptide ABC transporter ATPase,oligopeptide/dipeptide ABC transporter ATPase,[EP] COG0444 ABC-type dipeptide/oligopeptide/nickel transport system%2C ATPase component
56,Halorubrum_Sp_AJ67.gene.002354,Halorubrum_Sp_AJ67.gene.002354,-,scaffold00002:421960-422353,ctrl,uv,NOTEST,0,"3773,11",inf,0,1,1,no,rps11p,archaeal ribosomal protein S11P,archaeal ribosomal protein S11P,[J] COG0100 Ribosomal protein S11
57,Halorubrum_Sp_AJ67.gene.002355,Halorubrum_Sp_AJ67.gene.002355,-,scaffold00002:422354-423107,ctrl,uv,NOTEST,0,"1304,02",inf,0,1,1,no,rpoD,DNA-directed RNA polymerase subunit D,DNA-directed RNA polymerase subunit D,[K] COG0202 DNA-directed RNA polymerase%2C alpha subunit/40 kD subunit
58,Halorubrum_Sp_AJ67.gene.002357,Halorubrum_Sp_AJ67.gene.002357,-,scaffold00002:426948-427749,ctrl,uv,NOTEST,0,"2407,33",inf,0,1,1,no,rpsB,ribosomal protein S2,ribosomal protein S2,[J] COG0052 Ribosomal protein S2
59,Halorubrum_Sp_AJ67.gene.002369,Halorubrum_Sp_AJ67.gene.002369,-,scaffold00002:450201-451089,ctrl,uv,NOTEST,0,"957,01",inf,0,1,1,no,C472_01664,"phage shock protein A, PspA","phage shock protein A, PspA",[KT] COG1842 Phage shock protein A (IM30)%2C suppresses sigma54-dependent transcription
60,Halorubrum_Sp_AJ67.gene.00243,Halorubrum_Sp_AJ67.gene.00243,-,scaffold00002:39291-40017,ctrl,uv,NOTEST,0,"1502,06",inf,0,1,1,no,C472_00060,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein,[HE] COG0111 Phosphoglycerate dehydrogenase and related dehydrogenases
61,Halorubrum_Sp_AJ67.gene.00291,Halorubrum_Sp_AJ67.gene.00291,-,scaffold00002:109906-111226,ctrl,uv,NOTEST,0,"1087,12",inf,0,1,1,no,C472_01417,MCP domain-containing signal transducer protein,MCP domain-containing signal transducer protein,[NT] COG0840 Methyl-accepting chemotaxis protein
63,Halorubrum_Sp_AJ67.gene.003110,Halorubrum_Sp_AJ67.gene.003110,-,scaffold00003:160832-161998,ctrl,uv,NOTEST,0,"1101,65",inf,0,1,1,no,,hypothetical protein,hypothetical protein,
64,Halorubrum_Sp_AJ67.gene.003119,Halorubrum_Sp_AJ67.gene.003119,-,scaffold00003:169944-174419,ctrl,uv,NOTEST,0,"905,134",inf,0,1,1,no,C472_11669,dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein,dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein,[EP] COG0444 ABC-type dipeptide/oligopeptide/nickel transport system%2C ATPase component
65,Halorubrum_Sp_AJ67.gene.003126,Halorubrum_Sp_AJ67.gene.003126,-,scaffold00003:177137-178473,ctrl,uv,NOTEST,0,"745,57",inf,0,1,1,no,C463_07142,family 1 extracellular solute-binding protein,family 1 extracellular solute-binding protein,[G] COG1653 ABC-type sugar transport system%2C periplasmic component
66,Halorubrum_Sp_AJ67.gene.003131,Halorubrum_Sp_AJ67.gene.003131,-,scaffold00003:189103-191115,ctrl,uv,NOTEST,0,"728,841",inf,0,1,1,no,sucC,succinyl-CoA ligase [ADP-forming] subunit beta,succinyl-CoA ligase [ADP-forming] subunit beta,[C] COG0045 Succinyl-CoA synthetase%2C beta subunit
68,Halorubrum_Sp_AJ67.gene.003141,Halorubrum_Sp_AJ67.gene.003141,-,scaffold00003:219470-221387,ctrl,uv,NOTEST,0,"411,682",inf,0,1,1,no,gyrB,"DNA gyrase, B subunit","DNA gyrase, B subunit",[L] COG0187 Type IIA topoisomerase (DNA gyrase/topo II%2C topoisomerase IV)%2C B subunit
70,Halorubrum_Sp_AJ67.gene.003146,Halorubrum_Sp_AJ67.gene.003146,-,scaffold00003:227818-228517,ctrl,uv,NOTEST,0,"1729,49",inf,0,1,1,no,C470_01393,uncharacterized protein,uncharacterized protein,
71,Halorubrum_Sp_AJ67.gene.003163,Halorubrum_Sp_AJ67.gene.003163,-,scaffold00003:265861-266527,ctrl,uv,OK,0,"4722,56",inf,-nan,"0,0689","0,287901",no,eif6,translation initiation factor 6,translation initiation factor 6,[J] COG1976 Translation initiation factor 6 (eIF-6)
73,Halorubrum_Sp_AJ67.gene.0032,Halorubrum_Sp_AJ67.gene.0032,-,scaffold00003:795-1749,ctrl,uv,NOTEST,0,"969,897",inf,0,1,1,no,tfb,transcription initiation factor IIB,transcription initiation factor IIB,[K] COG1405 Transcription initiation factor TFIIIB%2C Brf1 subunit/Transcription initiation factor TFIIB
74,Halorubrum_Sp_AJ67.gene.003202,Halorubrum_Sp_AJ67.gene.003202,-,scaffold00003:325598-328780,ctrl,uv,NOTEST,0,"217,679",inf,0,1,1,no,C442_17850,putative type IV restriction endonuclease,putative type IV restriction endonuclease,[V] COG1002 Type II restriction enzyme%2C methylase subunits
75,Halorubrum_Sp_AJ67.gene.003220,Halorubrum_Sp_AJ67.gene.003220,-,scaffold00003:336030-337588,ctrl,uv,NOTEST,0,"586,341",inf,0,1,1,no,C473_02820,ATPase AAA,ATPase AAA,[O] COG0464 ATPases of the AAA+ class
76,Halorubrum_Sp_AJ67.gene.003225,Halorubrum_Sp_AJ67.gene.003225,-,scaffold00003:344417-345656,ctrl,uv,NOTEST,0,"693,297",inf,0,1,1,no,C472_04213,FAD-dependent pyridine nucleotide-disulfide oxidoreductase,FAD-dependent pyridine nucleotide-disulfide oxidoreductase,[R] COG0446 Uncharacterized NAD(FAD)-dependent dehydrogenases
77,Halorubrum_Sp_AJ67.gene.003245,Halorubrum_Sp_AJ67.gene.003245,-,scaffold00003:395374-396427,ctrl,uv,NOTEST,0,"889,72",inf,0,1,1,no,C472_04448,phosphoribosylformylglycinamidine cyclo-ligase,phosphoribosylformylglycinamidine cyclo-ligase,[F] COG0150 Phosphoribosylaminoimidazole (AIR) synthetase
78,Halorubrum_Sp_AJ67.gene.003277,Halorubrum_Sp_AJ67.gene.003277,-,scaffold00003:437182-437842,ctrl,uv,NOTEST,0,"1579,3",inf,0,1,1,no,tenA,thiaminase II,thiaminase II,[K] COG0819 Putative transcription activator
81,Halorubrum_Sp_AJ67.gene.003296,Halorubrum_Sp_AJ67.gene.003296,-,scaffold00003:457828-459289,ctrl,uv,NOTEST,0,"618,631",inf,0,1,1,no,C472_04723,uncharacterized protein,uncharacterized protein,[M] COG1361 S-layer domain
83,Halorubrum_Sp_AJ67.gene.00331,Halorubrum_Sp_AJ67.gene.00331,-,scaffold00003:58820-59441,ctrl,uv,OK,0,"3105,38",inf,-nan,"0,098","0,287901",no,engB,putative GTP-binding protein EngB,putative GTP-binding protein EngB,[R] COG0218 Predicted GTPase
84,Halorubrum_Sp_AJ67.gene.00348,Halorubrum_Sp_AJ67.gene.00348,-,scaffold00003:89731-90934,ctrl,uv,NOTEST,0,"1995,83",inf,0,1,1,no,mat,S-adenosylmethionine synthase,S-adenosylmethionine synthase,[E] COG1812 Archaeal S-adenosylmethionine synthetase
85,Halorubrum_Sp_AJ67.gene.00350,Halorubrum_Sp_AJ67.gene.00350,-,scaffold00003:92012-93040,ctrl,uv,NOTEST,0,"946,415",inf,0,1,1,no,C472_00574,putative signal peptide protein,putative signal peptide protein,[H] COG2998 ABC-type tungstate transport system%2C permease component
86,Halorubrum_Sp_AJ67.gene.00356,Halorubrum_Sp_AJ67.gene.00356,-,scaffold00003:94891-97749,ctrl,uv,NOTEST,0,"799,402",inf,0,1,1,no,C472_14927,putative signal peptide protein,putative signal peptide protein,[P] COG3420 Nitrous oxidase accessory protein
88,Halorubrum_Sp_AJ67.gene.00377,Halorubrum_Sp_AJ67.gene.00377,-,scaffold00003:115874-116684,ctrl,uv,NOTEST,0,"1216,84",inf,0,1,1,no,C467_00936,uncharacterized protein,uncharacterized protein,[S] COG1624 Uncharacterized conserved protein
89,Halorubrum_Sp_AJ67.gene.00380,Halorubrum_Sp_AJ67.gene.00380,-,scaffold00003:128058-128421,ctrl,uv,OK,0,"4622,11",inf,-nan,"0,1222","0,287901",no,C464_11730,uncharacterized protein,uncharacterized protein,
90,Halorubrum_Sp_AJ67.gene.00392,Halorubrum_Sp_AJ67.gene.00392,-,scaffold00003:134175-136070,ctrl,uv,NOTEST,0,"957,846",inf,0,1,1,no,pyrB,aspartate carbamoyltransferase,aspartate carbamoyltransferase,[F] COG0540 Aspartate carbamoyltransferase%2C catalytic chain
91,Halorubrum_Sp_AJ67.gene.004103,Halorubrum_Sp_AJ67.gene.004103,-,scaffold00004:93881-96820,ctrl,uv,NOTEST,0,"385,365",inf,0,1,1,no,HalDL1DRAFT_3150,putative uncharacterized protein,putative uncharacterized protein,
92,Halorubrum_Sp_AJ67.gene.004108,Halorubrum_Sp_AJ67.gene.004108,-,scaffold00004:98730-104390,ctrl,uv,NOTEST,0,"180,952",inf,0,1,1,no,Nmlp_2188,helicase domain protein,helicase domain protein,
93,Halorubrum_Sp_AJ67.gene.00411,Halorubrum_Sp_AJ67.gene.00411,-,scaffold00004:12243-14704,ctrl,uv,NOTEST,0,"1016,34",inf,0,1,1,no,C474_20591,sugar ABC transporter permease,sugar ABC transporter permease,[G] COG1175 ABC-type sugar transport systems%2C permease components
94,Halorubrum_Sp_AJ67.gene.004116,Halorubrum_Sp_AJ67.gene.004116,-,scaffold00004:112354-115248,ctrl,uv,NOTEST,0,"979,602",inf,0,1,1,no,C474_14439,uncharacterized protein,uncharacterized protein,[L] COG0470 ATPase involved in DNA replication
95,Halorubrum_Sp_AJ67.gene.004170,Halorubrum_Sp_AJ67.gene.004170,-,scaffold00004:156098-163571,ctrl,uv,NOTEST,0,"717,754",inf,0,1,1,no,C437_15019,transfer complex protein,transfer complex protein,[U] COG3451 Type IV secretory pathway%2C VirB4 components
96,Halorubrum_Sp_AJ67.gene.004207,Halorubrum_Sp_AJ67.gene.004207,-,scaffold00004:201242-202634,ctrl,uv,NOTEST,0,"1661,63",inf,0,1,1,no,Hlac_1099,amidohydrolase,amidohydrolase,[F] COG0044 Dihydroorotase and related cyclic amidohydrolases
97,Halorubrum_Sp_AJ67.gene.0043,Halorubrum_Sp_AJ67.gene.0043,-,scaffold00004:1031-2375,ctrl,uv,NOTEST,0,"603,425",inf,0,1,1,no,C469_13690,extracellular ligand-binding receptor,extracellular ligand-binding receptor,[E] COG0683 ABC-type branched-chain amino acid transport systems%2C periplasmic component
98,Halorubrum_Sp_AJ67.gene.00434,Halorubrum_Sp_AJ67.gene.00434,-,scaffold00004:32396-33689,ctrl,uv,NOTEST,0,"580,133",inf,0,1,1,no,C464_17237,glutamate dehydrogenase,glutamate dehydrogenase,
99,Halorubrum_Sp_AJ67.gene.00441,Halorubrum_Sp_AJ67.gene.00441,-,scaffold00004:41872-42850,ctrl,uv,NOTEST,0,"998,563",inf,0,1,1,no,sdt,transport protein (putative sodium-dependent antiporter),transport protein (putative sodium-dependent antiporter),[R] COG0385 Predicted Na+-dependent transporter
100,Halorubrum_Sp_AJ67.gene.00451,Halorubrum_Sp_AJ67.gene.00451,-,scaffold00004:49421-51959,ctrl,uv,NOTEST,0,"261,493",inf,0,1,1,no,C435_16820,PAS/PAC sensor signal transduction histidine kinase,PAS/PAC sensor signal transduction histidine kinase,[T] COG2202 FOG: PAS/PAC domain
101,Halorubrum_Sp_AJ67.gene.00470,Halorubrum_Sp_AJ67.gene.00470,-,scaffold00004:63403-64902,ctrl,uv,NOTEST,0,"1099,47",inf,0,1,1,no,Hmuk_0940,short-chain dehydrogenase/reductase SDR,short-chain dehydrogenase/reductase SDR,[IQR] COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
102,Halorubrum_Sp_AJ67.gene.0049,Halorubrum_Sp_AJ67.gene.0049,-,scaffold00004:10098-11274,ctrl,uv,NOTEST,0,"2024,51",inf,0,1,1,no,C493_00055,glycerol-3-phosphate-transporting ATPase,glycerol-3-phosphate-transporting ATPase,[G] COG3839 ABC-type sugar transport systems%2C ATPase components
104,Halorubrum_Sp_AJ67.gene.00510,Halorubrum_Sp_AJ67.gene.00510,-,scaffold00005:17007-18057,ctrl,uv,NOTEST,0,"1609,07",inf,0,1,1,no,C467_04672,uncharacterized protein domain protein,uncharacterized protein domain protein,
105,Halorubrum_Sp_AJ67.gene.005105,Halorubrum_Sp_AJ67.gene.005105,-,scaffold00005:133890-136711,ctrl,uv,NOTEST,0,"504,878",inf,0,1,1,no,Natoc_3004,uncharacterized protein,uncharacterized protein,
106,Halorubrum_Sp_AJ67.gene.005115,Halorubrum_Sp_AJ67.gene.005115,-,scaffold00005:141233-143061,ctrl,uv,NOTEST,0,"632,326",inf,0,1,1,no,C450_05970,IS1341-type transposase (TCE32),IS1341-type transposase (TCE32),[L] COG0675 Transposase and inactivated derivatives
107,Halorubrum_Sp_AJ67.gene.005156,Halorubrum_Sp_AJ67.gene.005156,-,scaffold00005:164426-166182,ctrl,uv,NOTEST,0,"1074,27",inf,0,1,1,no,Hlac_2971,uncharacterized protein,uncharacterized protein,
109,Halorubrum_Sp_AJ67.gene.005210,Halorubrum_Sp_AJ67.gene.005210,-,scaffold00005:231476-233383,ctrl,uv,NOTEST,0,"1140,1",inf,0,1,1,no,C472_16164,binding-protein-dependent transport systems inner membrane component,binding-protein-dependent transport systems inner membrane component,[G] COG0395 ABC-type sugar transport system%2C permease component
110,Halorubrum_Sp_AJ67.gene.005217,Halorubrum_Sp_AJ67.gene.005217,-,scaffold00005:237649-239255,ctrl,uv,NOTEST,0,"594,682",inf,0,1,1,no,C464_17237,glutamate dehydrogenase,glutamate dehydrogenase,[E] COG0334 Glutamate dehydrogenase/leucine dehydrogenase
112,Halorubrum_Sp_AJ67.gene.00545,Halorubrum_Sp_AJ67.gene.00545,-,scaffold00005:64074-65127,ctrl,uv,NOTEST,0,"1886,23",inf,0,1,1,no,C467_04076,na+/Ca2+-exchanging protein,na+/Ca2+-exchanging protein,[P] COG0530 Ca2+/Na+ antiporter
114,Halorubrum_Sp_AJ67.gene.00558,Halorubrum_Sp_AJ67.gene.00558,-,scaffold00005:99219-100407,ctrl,uv,NOTEST,0,"789,733",inf,0,1,1,no,C473_05962,ABC transporter,ABC transporter,[E] COG3842 ABC-type spermidine/putrescine transport systems%2C ATPase components
115,Halorubrum_Sp_AJ67.gene.00563,Halorubrum_Sp_AJ67.gene.00563,-,scaffold00005:102252-103185,ctrl,uv,NOTEST,0,"863,633",inf,0,1,1,no,C463_02171,hypothetical protein,hypothetical protein,
116,Halorubrum_Sp_AJ67.gene.0057,Halorubrum_Sp_AJ67.gene.0057,-,scaffold00005:9058-10822,ctrl,uv,NOTEST,0,"1019,22",inf,0,1,1,no,glyS,glycine--tRNA ligase,glycine--tRNA ligase,[J] COG0423 Glycyl-tRNA synthetase (class II)
117,Halorubrum_Sp_AJ67.gene.006101,Halorubrum_Sp_AJ67.gene.006101,-,scaffold00006:83906-85259,ctrl,uv,NOTEST,0,"710,616",inf,0,1,1,no,C472_08124,methyl-accepting chemotaxis sensory transducer domain protein,methyl-accepting chemotaxis sensory transducer domain protein,[NT] COG0840 Methyl-accepting chemotaxis protein
